adjudication_instance_id,adjudication_id,incident_id,document_id,event_id,session_type,accused_driver_number,incident_time_raw,event_timezone,clock_lower_utc,clock_upper_utc,possible_accused_laps,possible_lap_count,single_lap_candidate,mapping_basis,known_model_reviewed_lap,known_lap_within_clock_window,clock_mapping_review_status
adjudication-seed-fia-2025-ned-644f47d1f6a0-01,adj-47e48f725c522344,incident-src-47e48f725c522344,fia-2025-ned-644f47d1f6a0,2025-ned,Race,55,15:39,+02:00,2025-08-31T13:39:00+00:00,2025-08-31T13:40:00+00:00,27,1,27,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-ned-93b5218acb32-01,adj-8f0780dbba4e36af,incident-src-8f0780dbba4e36af,fia-2025-ned-93b5218acb32,2025-ned,Race,63,15:46,+02:00,2025-08-31T13:46:00+00:00,2025-08-31T13:47:00+00:00,32|33,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-ned-bebf98c3f2bf-01,adj-7a6e06b6a58ea9bf,incident-src-7a6e06b6a58ea9bf,fia-2025-ned-bebf98c3f2bf,2025-ned,Race,16,15:46,+02:00,2025-08-31T13:46:00+00:00,2025-08-31T13:47:00+00:00,32|33,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-ned-d843a4b9a866-01,adj-8200d1dc5332b417,incident-src-8200d1dc5332b417,fia-2025-ned-d843a4b9a866,2025-ned,Race,12,16:12,+02:00,2025-08-31T14:12:00+00:00,2025-08-31T14:13:00+00:00,53,1,53,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-qat-78837a554fcb-01,adj-b5568820681da36b,incident-src-b5568820681da36b,fia-2025-qat-78837a554fcb,2025-qat,Race,27,19:12,+03:00,2025-11-30T16:12:00+00:00,2025-11-30T16:13:00+00:00,6|7,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-sao-06b73ba655ed-01,adj-7f13cd0ba94d7090,incident-src-7f13cd0ba94d7090,fia-2025-sao-06b73ba655ed,2025-sao,Race,22,14:12,-03:00,2025-11-09T17:12:00+00:00,2025-11-09T17:13:00+00:00,5|6,2,,fia_clock_lap_interval,6,True,algorithmic_pending_human_validation
adjudication-seed-fia-2025-sao-8b59704b34d7-01,adj-ae58e3cecb00d019,incident-src-ae58e3cecb00d019,fia-2025-sao-8b59704b34d7,2025-sao,Race,44,14:04,-03:00,2025-11-09T17:04:00+00:00,2025-11-09T17:05:00+00:00,1|2,2,,fia_clock_lap_interval,2,True,algorithmic_pending_human_validation
adjudication-seed-fia-2025-sao-f7a215166f92-01,adj-07251667fa91d99d,incident-src-07251667fa91d99d,fia-2025-sao-f7a215166f92,2025-sao,Race,81,14:12,-03:00,2025-11-09T17:12:00+00:00,2025-11-09T17:13:00+00:00,5|6,2,,fia_clock_lap_interval,6,True,algorithmic_pending_human_validation
adjudication-seed-fia-2025-sao-61b609bbbc46-01,adj-a4594db187cf51e4,incident-src-a4594db187cf51e4,fia-2025-sao-61b609bbbc46,2025-sao,Sprint,30,11:03,-03:00,2025-11-08T14:03:00+00:00,2025-11-08T14:04:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-sau-085f04d49714-01,adj-c3806e9e6a004dbe,incident-src-c3806e9e6a004dbe,fia-2025-sau-085f04d49714,2025-sau,Race,30,20:50,+03:00,2025-04-20T17:50:00+00:00,2025-04-20T17:51:00+00:00,27|28,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-sau-8187bba80d1e-01,adj-47d34770b1ec91cd,incident-src-47d34770b1ec91cd,fia-2025-sau-8187bba80d1e,2025-sau,Race,22,20:04,+03:00,2025-04-20T17:04:00+00:00,2025-04-20T17:05:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-sau-8ffc9e48015e-01,adj-87d924dd6ae7d7a9,incident-src-87d924dd6ae7d7a9,fia-2025-sau-8ffc9e48015e,2025-sau,Race,1,20:04,+03:00,2025-04-20T17:04:00+00:00,2025-04-20T17:05:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-usa-1f9064819192-01,adj-d1735787a6532540,incident-src-d1735787a6532540,fia-2025-usa-1f9064819192,2025-usa,Race,55,14:13,-05:00,2025-10-19T19:13:00+00:00,2025-10-19T19:14:00+00:00,6,1,6,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-usa-128be2a520d5-01,adj-e735ae114a36040d,incident-src-e735ae114a36040d,fia-2025-usa-128be2a520d5,2025-usa,Sprint,87,12:32,-05:00,2025-10-18T17:32:00+00:00,2025-10-18T17:33:00+00:00,15|16,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2025-usa-e36053ba7969-01,adj-671ecdc75433b5c4,incident-src-671ecdc75433b5c4,fia-2025-usa-e36053ba7969,2025-usa,Sprint,18,12:32,-05:00,2025-10-18T17:32:00+00:00,2025-10-18T17:33:00+00:00,15|16,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
